SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-27-2019,Single Family Residential,3337 NE 78th Ave,Portland,OR,97213,370600,2,1,Portland Northeast,984,4791,1914,739,377,,Sold,,,http://www.redfin.com/OR/Portland/3337-NE-78th-Ave-97213/home/26423700,RMLS,19234007,N,Y,45.5469634,-122.5830884
PAST SALE,June-4-2021,Townhouse,14725 SW Catalina Dr,Tigard,OR,97223,481000,3,2.5,HILLSHIRE CREEK ESTATES,1488,3049,2000,92,323,,Sold,,,http://www.redfin.com/OR/Tigard/14725-SW-Catalina-Dr-97223/home/26695085,RMLS,21171538,N,Y,45.425014,-122.828354
PAST SALE,September-24-2019,Condo/Co-op,730 NW Naito Pkwy Unit E-17,Portland,OR,97209,290000,1,1,"Portland West, Raleigh Hills",754,,1982,711,385,375,Sold,,,http://www.redfin.com/OR/Portland/730-NW-Naito-Pkwy-97209/unit-E17/home/25835009,RMLS,19628946,N,Y,45.5286364,-122.6728512
PAST SALE,January-24-2020,Single Family Residential,6449 NE 33rd Ave,Portland,OR,97211,440000,5,2,Portland Northeast,2518,4791,1913,589,175,,Sold,,,http://www.redfin.com/OR/Portland/6449-NE-33rd-Ave-97211/home/26409537,RMLS,19501675,N,Y,45.5698207,-122.6309137
PAST SALE,October-17-2018,Single Family Residential,3257 NE Holman St,Portland,OR,97211,415000,2,1,CONCORDIA,1105,4791,1926,1053,376,,Sold,,,http://www.redfin.com/OR/Portland/3257-NE-Holman-St-97211/home/25831071,RMLS,18286256,N,Y,45.5684433,-122.6314908
PAST SALE,June-28-2019,Single Family Residential,3414 NE 76th Ave,Portland,OR,97213,375000,2,1,ROSEWAY,1925,4791,1921,799,195,,Sold,,,http://www.redfin.com/OR/Portland/3414-NE-76th-Ave-97213/home/26620533,RMLS,19043981,N,Y,45.5474547,-122.5846378
PAST SALE,May-7-2020,Single Family Residential,3207 NE Ainsworth St,Portland,OR,97211,592000,4,2,Portland Northeast,2816,5662,1932,485,210,,Sold,,,http://www.redfin.com/OR/Portland/3207-NE-Ainsworth-St-97211/home/26313247,RMLS,20355383,N,Y,45.5666201,-122.6325612
PAST SALE,,Other,3945 SE 80th Ave,Portland,OR,97206,2395000,10,10,,7140,19180,1960,,335,,,,,http://www.redfin.com/OR/Portland/3945-SE-80th-Ave-97206/home/26639477,,,N,Y,45.4933349,-122.5813684
PAST SALE,July-26-2017,Single Family Residential,3207 NE Jarrett St,Portland,OR,97211,740000,3,2,CONCORDIA,3371,7405,1953,1501,220,,Sold,,,http://www.redfin.com/OR/Portland/3207-NE-Jarrett-St-97211/home/26313248,RMLS,17527196,N,Y,45.5646272,-122.6324917
PAST SALE,February-12-2020,Single Family Residential,3404 NE 76th Ave,Portland,OR,97213,415000,2,1,Portland Northeast,1800,4791,1924,570,231,,Sold,,,http://www.redfin.com/OR/Portland/3404-NE-76th-Ave-97213/home/26526280,RMLS,20042254,N,Y,45.5473383,-122.5846484
PAST SALE,August-14-2020,Single Family Residential,5932 NE 32nd Ave,Portland,OR,97211,632000,3,1.5,Concordia,2612,4791,1948,386,242,,Sold,,,http://www.redfin.com/OR/Portland/5932-NE-32nd-Ave-97211/home/26559568,RMLS,19177011,N,Y,45.5658404,-122.6325558
PAST SALE,July-27-2021,Single Family Residential,3235 NE Jarrett St,Portland,OR,97211,825000,4,3.5,Portland Northeast,2638,2613,2014,39,313,,Sold,,,http://www.redfin.com/OR/Portland/3235-NE-Jarrett-St-97211/home/26313245,RMLS,21499653,N,Y,45.5646356,-122.6320983
PAST SALE,,Single Family Residential,3344 NE 76th Ave,Portland,OR,97213,310000,3,1,,900,5000,1922,,344,,,,,http://www.redfin.com/OR/Portland/3344-NE-76th-Ave-97213/home/26408358,,,N,Y,45.5470796,-122.5846542
PAST SALE,July-15-2020,Single Family Residential,5817 NE 32nd Pl,Portland,OR,97211,457000,2,1,Portland Northeast,1800,4791,1920,416,254,,Sold,,,http://www.redfin.com/OR/Portland/5817-NE-32nd-Pl-97211/home/26527988,RMLS,20272808,N,Y,45.5647561,-122.6320892
PAST SALE,June-26-2020,Single Family Residential,5827 NE 32nd Pl,Portland,OR,97211,615000,4,2,Concordia,2642,4791,1949,435,233,,Sold,,,http://www.redfin.com/OR/Portland/5827-NE-32nd-Pl-97211/home/26496950,RMLS,20227007,N,Y,45.5648788,-122.6319626
PAST SALE,July-31-2018,Single Family Residential,3335 NE 77th Ave,Portland,OR,97213,350000,1,1,Roseway,1350,4791,1914,1131,259,,Sold,,,http://www.redfin.com/OR/Portland/3335-NE-77th-Ave-97213/home/26548877,RMLS,17561647,N,Y,45.5469379,-122.5841009
PAST SALE,January-5-2021,Single Family Residential,601 SW Arboretum Cir,Portland,OR,97221,889000,4,3.5,ARBORETUM HILLS,3002,8276,2005,242,296,73,Sold,,,http://www.redfin.com/OR/Portland/601-SW-Arboretum-Cir-97221/home/26575589,RMLS,20172719,N,Y,45.518349,-122.7225738
PAST SALE,July-12-2021,Single Family Residential,12092 NW Blackhawk Dr,Portland,OR,97229,1315000,4,3.5,Ironwood,4103,10454,2000,54,320,21,Sold,,,http://www.redfin.com/OR/Portland/12092-NW-Blackhawk-Dr-97229/home/25761846,RMLS,21497629,N,Y,45.5417841,-122.8011728
PAST SALE,December-29-2016,Single Family Residential,5845 NE 32nd Pl,Portland,OR,97211,465000,3,2,Portland Northeast,2570,4791,1947,1710,181,,Sold,,,http://www.redfin.com/OR/Portland/5845-NE-32nd-Pl-97211/home/25800760,RMLS,16135293,N,Y,45.5651635,-122.6319725
PAST SALE,December-4-2017,Condo/Co-op,17532 NW Springville Rd Unit D-12,Portland,OR,97229,204000,2,2,Rock Creek Community College,985,,1994,1370,207,364,Sold,,,http://www.redfin.com/OR/Portland/17532-NW-Springville-Rd-97229/unit-12/home/26720583,RMLS,17143842,N,Y,45.561793,-122.857529
PAST SALE,June-27-2020,Single Family Residential,3415 NE 77th Ave,Portland,OR,97213,325000,2,1,Roseway,630,4791,1912,434,516,,Sold,,,http://www.redfin.com/OR/Portland/3415-NE-77th-Ave-97213/home/25825567,RMLS,20038402,N,Y,45.5474957,-122.5841234
PAST SALE,July-22-2021,Single Family Residential,1944 NW 114th Ave,Portland,OR,97229,850000,4,2.5,CEDAR HILLS - CEDAR MILL,2812,5662,2012,44,302,,Sold,,,http://www.redfin.com/OR/Portland/1944-NW-114th-Ave-97229/home/25736712,RMLS,21012591,N,Y,45.5336186,-122.7938836
PAST SALE,April-10-2020,Single Family Residential,185 NE 172nd Ave,Portland,OR,97230,345000,3,2,Portland Northeast,1240,6969,1994,512,278,,Sold,,,http://www.redfin.com/OR/Portland/185-NE-172nd-Ave-97230/home/26421639,RMLS,20288835,N,Y,45.5239159,-122.4865257
PAST SALE,,Single Family Residential,6329 NE 33rd Ave,Portland,OR,97211,415100,3,1,,1250,7500,1950,,332,,,,,http://www.redfin.com/OR/Portland/6329-NE-33rd-Ave-97211/home/25798857,,,N,Y,45.568711,-122.6309114
PAST SALE,July-27-2018,Multi-Family (2-4 Unit),2801 SE 125th Ave,Portland,OR,97236,340000,5,2,POWELLHURST-GILBERT,1731,10000,1955,1135,196,,Sold,,,http://www.redfin.com/OR/Portland/2801-SE-125th-Ave-97236/home/26610352,RMLS,18473204,N,Y,45.5019209,-122.5351218
PAST SALE,October-5-2016,Single Family Residential,15516 SE Evergreen Dr,Portland,OR,97236,455000,5,2.5,HAWTHORNE RIDGE,3248,7405,2002,1795,140,33,Sold,,,http://www.redfin.com/OR/Portland/15516-SE-Evergreen-Dr-97236/home/26604388,RMLS,16050443,N,Y,45.4720345,-122.5033583
PAST SALE,February-27-2017,Single Family Residential,3275 NE Holman St,Portland,OR,97211,330000,2,1,Portland Northeast,940,3920,1900,1650,351,,Sold,,,http://www.redfin.com/OR/Portland/3275-NE-Holman-St-97211/home/25806364,RMLS,17575184,N,Y,45.5684072,-122.6310898
PAST SALE,November-15-2019,Single Family Residential,3410 NE 77th Ave,Portland,OR,97213,295675,3,1,Portland Northeast,1642,4791,1922,659,180,,Sold,,,http://www.redfin.com/OR/Portland/3410-NE-77th-Ave-97213/home/26306738,RMLS,19146045,N,Y,45.5473427,-122.5835733
PAST SALE,May-24-2021,Single Family Residential,6421 NE 32nd Pl,Portland,OR,97211,830000,3,2.5,CONCORDIA,2448,4791,2013,103,339,,Sold,,,http://www.redfin.com/OR/Portland/6421-NE-32nd-Pl-97211/home/26488591,RMLS,21165394,N,Y,45.5694295,-122.6320594
PAST SALE,October-25-2019,Single Family Residential,5726 NE 32nd Ave,Portland,OR,97211,542000,3,2,CONCORDIA,1862,,1925,680,291,,Sold,,,http://www.redfin.com/OR/Portland/5726-NE-32nd-Ave-97211/home/26313312,RMLS,19556135,N,Y,45.5641775,-122.6324833
PAST SALE,July-31-2020,Single Family Residential,3404 NE 75th Ave,Portland,OR,97213,355000,2,1,ROSEWAY,1584,4791,1910,400,224,,Sold,,,http://www.redfin.com/OR/Portland/3404-NE-75th-Ave-97213/home/26408579,RMLS,20415869,N,Y,45.5473467,-122.5856509
PAST SALE,October-15-2018,Single Family Residential,4036 SE 141st Ave,Portland,OR,97236,202500,3,1.5,Portland Southeast,1044,9583,1962,1055,194,,Sold,,,http://www.redfin.com/OR/Portland/4036-SE-141st-Ave-97236/home/26434032,RMLS,18502580,N,Y,45.4927328,-122.517949
PAST SALE,June-16-2021,Single Family Residential,11521 NW Blackhawk Dr,Portland,OR,97229,1360000,4,4.5,Ironwood / Bonny Slope,4745,20473,1990,80,287,17,Sold,,,http://www.redfin.com/OR/Portland/11521-NW-Blackhawk-Dr-97229/home/26656852,RMLS,21454423,N,Y,45.5421978,-122.7954816
PAST SALE,November-2-2016,Single Family Residential,6316 SW Peyton Rd,Portland,OR,97219,580000,3,2,Maplewood,2343,15245,1955,1767,248,,Sold,,,http://www.redfin.com/OR/Portland/6316-SW-Peyton-Rd-97219/home/26406732,RMLS,16061110,N,Y,45.4739424,-122.7424773
PAST SALE,February-13-2019,Single Family Residential,9035 NE Broadway,Portland,OR,97220,329035,3,1,Portland Northeast,1780,7840,1947,934,185,,Sold,,,http://www.redfin.com/OR/Portland/9035-NE-Broadway-97220/home/26571358,RMLS,18692564,N,Y,45.5346244,-122.5700092
PAST SALE,August-27-2021,Single Family Residential,4608 NE 98th Ave,Portland,OR,97220,435100,3,2.5,Portland Northeast,1500,4791,2003,8,290,,Sold,,,http://www.redfin.com/OR/Portland/4608-NE-98th-Ave-97220/home/26328879,RMLS,21104516,N,Y,45.5563724,-122.5616047
PAST SALE,July-31-2019,Single Family Residential,15244 NE Eugene St,Portland,OR,97230,390000,2,2,SUMMER PLACE,1739,6098,1984,766,224,27,Sold,,,http://www.redfin.com/OR/Portland/15244-NE-Eugene-St-97230/home/26548787,RMLS,19633518,N,Y,45.5388246,-122.5048145
PAST SALE,June-26-2017,Single Family Residential,3225 NE Holman St,Portland,OR,97211,355000,1,1,Portland Northeast,1008,2613,1927,1531,352,,Sold,,,http://www.redfin.com/OR/Portland/3225-NE-Holman-St-97211/home/25863388,RMLS,17623328,N,Y,45.5683989,-122.6321436
PAST SALE,December-3-2019,Single Family Residential,6326 NE 30th Ave,Portland,OR,97211,539000,3,2,CONCORDIA,1843,4791,1928,641,292,,Sold,,,http://www.redfin.com/OR/Portland/6326-NE-30th-Ave-97211/home/26312326,RMLS,19323354,N,Y,45.5686579,-122.6346749
PAST SALE,July-15-2020,Single Family Residential,3330 NE 75th Ave,Portland,OR,97213,495000,3,2.5,ROSEWAY,1543,2613,2016,416,321,,Sold,,,http://www.redfin.com/OR/Portland/3330-NE-75th-Ave-97213/home/26633054,RMLS,20076235,N,Y,45.5469087,-122.5856971
PAST SALE,June-21-2021,Single Family Residential,6128 NE 30th Ave,Portland,OR,97211,890000,4,2,Concordia,2518,7405,1922,75,353,,Sold,,,http://www.redfin.com/OR/Portland/6128-NE-30th-Ave-97211/home/26471817,RMLS,21283327,N,Y,45.5673993,-122.6346237
PAST SALE,November-14-2016,Single Family Residential,5906 NE 31st Ave,Portland,OR,97211,475000,2,1,CONCORDIA,1866,4791,1926,1755,255,,Sold,,,http://www.redfin.com/OR/Portland/5906-NE-31st-Ave-97211/home/26572235,RMLS,16348026,N,Y,45.5654278,-122.6335881
PAST SALE,December-17-2019,Single Family Residential,3304 NE 75th Ave,Portland,OR,97213,388000,2,1,ROSE CITY,1138,4791,1911,627,341,,Sold,,,http://www.redfin.com/OR/Portland/3304-NE-75th-Ave-97213/home/26612976,RMLS,19312949,N,Y,45.546548,-122.5856749
PAST SALE,May-14-2018,Single Family Residential,1718 SW Clay St,Portland,OR,97201,399000,2,1,"Portland West, Raleigh Hills",1980,1306,1894,1209,202,,Sold,,,http://www.redfin.com/OR/Portland/1718-SW-Clay-St-97201/home/26297501,RMLS,17382552,N,Y,45.5165399,-122.6925185
PAST SALE,December-23-2016,Single Family Residential,5815 NE 32nd Ave,Portland,OR,97211,696900,4,2.5,Portland Northeast,2932,4791,1925,1716,238,,Sold,,,http://www.redfin.com/OR/Portland/5815-NE-32nd-Ave-97211/unit-A/home/26540603,RMLS,16158337,N,Y,45.5647639,-122.6330926
PAST SALE,October-22-2019,Single Family Residential,5827 NE 32nd Ave,Portland,OR,97211,635000,3,2,Portland Northeast,2945,4791,1939,683,216,,Sold,,,http://www.redfin.com/OR/Portland/5827-NE-32nd-Ave-97211/home/26598967,RMLS,19485473,N,Y,45.5648836,-122.6331039
PAST SALE,September-16-2016,Single Family Residential,3321 NE 76th Ave,Portland,OR,97213,303080,3,2,Portland Northeast,1000,4791,1990,1814,303,,Sold,,,http://www.redfin.com/OR/Portland/3321-NE-76th-Ave-97213/home/26474085,RMLS,16463121,N,Y,45.5467831,-122.5851961
PAST SALE,,Single Family Residential,14602 NE Schuyler St,Portland,OR,97230,250000,3,1.5,,1340,8598,1956,,187,,,,,http://www.redfin.com/OR/Portland/14602-NE-Schuyler-St-97230/home/26491235,,,N,Y,45.5360722,-122.5125517
PAST SALE,November-7-2017,Single Family Residential,3126 NE Ainsworth St,Portland,OR,97211,690000,4,2,CONCORDIA / ALBERTA ARTS,2833,4791,1929,1397,244,,Sold,,,http://www.redfin.com/OR/Portland/3126-NE-Ainsworth-St-97211/home/25773900,RMLS,17628076,N,Y,45.5660646,-122.6332687
PAST SALE,July-8-2019,Single Family Residential,3345 NE 76th Ave,Portland,OR,97213,418000,3,1,Portland Northeast,1591,4791,1911,789,263,,Sold,,,http://www.redfin.com/OR/Portland/3345-NE-76th-Ave-97213/home/26460512,RMLS,19125917,N,Y,45.5470838,-122.5851554
PAST SALE,May-17-2021,Single Family Residential,14941 NW Orchid St,Portland,OR,97229,535000,3,2.5,BETHANY CREEK FALLS,1592,2178,2016,110,336,117,Sold,,,http://www.redfin.com/OR/Portland/14941-NW-Orchid-St-97229/home/112775458,RMLS,21114073,N,Y,45.572067,-122.8305753
PAST SALE,June-23-2021,Single Family Residential,15113 SW Cabernet Dr,Tigard,OR,97224,795000,4,2.5,BULL MOUNTAIN,3338,13068,1990,73,238,,Sold,,,http://www.redfin.com/OR/Tigard/15113-SW-Cabernet-Dr-97224/home/26698051,RMLS,21501796,N,Y,45.4119663,-122.8324148
PAST SALE,September-25-2020,Single Family Residential,5620 NE 31st Ave,Portland,OR,97211,650000,3,2,Concordia,2474,4791,1920,344,263,,Sold,,,http://www.redfin.com/OR/Portland/5620-NE-31st-Ave-97211/home/25848142,RMLS,20341174,N,Y,45.563613,-122.6336047
PAST SALE,January-22-2021,Single Family Residential,6011 NE 32nd Ave,Portland,OR,97211,665000,3,2,CONCORDIA,2905,5227,1956,225,229,,Sold,,,http://www.redfin.com/OR/Portland/6011-NE-32nd-Ave-97211/home/26613534,RMLS,20405532,N,Y,45.5666401,-122.6330126
PAST SALE,June-20-2019,Single Family Residential,4025 NE Wistaria Dr,Portland,OR,97212,785000,3,2,Portland Northeast,2983,6098,1934,807,263,,Sold,,,http://www.redfin.com/OR/Portland/4025-NE-Wistaria-Dr-97212/home/26554552,RMLS,19498649,N,Y,45.5439926,-122.621173
PAST SALE,November-4-2016,Single Family Residential,6224 NE 31st Ave,Portland,OR,97211,422000,2,1,CONCORDIA,1372,4791,1926,1765,308,,Sold,,,http://www.redfin.com/OR/Portland/6224-NE-31st-Ave-97211/home/26518010,RMLS,16017517,N,Y,45.5679609,-122.6336402
PAST SALE,November-26-2019,Single Family Residential,6204 NE 31st Ave,Portland,OR,97211,440000,2,2,CONCORDIA,1396,4791,1924,648,315,,Sold,,,http://www.redfin.com/OR/Portland/6204-NE-31st-Ave-97211/home/26494461,RMLS,19083509,N,Y,45.5676471,-122.6335928
PAST SALE,May-10-2019,Single Family Residential,7405 NE Klickitat St,Portland,OR,97213,330000,2,1,Portland Northeast,1020,3920,1922,848,324,,Sold,,,http://www.redfin.com/OR/Portland/7405-NE-Klickitat-St-97213/home/25794935,RMLS,19124220,N,Y,45.5465564,-122.5866774
PAST SALE,,Single Family Residential,7214 SW Locust St,Portland,OR,97223,395500,2,1,,1033,7405,1930,,383,,,,,http://www.redfin.com/OR/Portland/7214-SW-Locust-St-97223/home/79233977,,,N,Y,45.4462531,-122.752603
PAST SALE,November-12-2020,Single Family Residential,3105 NE Ainsworth St,Portland,OR,97211,700000,4,2,Portland Northeast,3295,5662,1937,296,212,,Sold,,,http://www.redfin.com/OR/Portland/3105-NE-Ainsworth-St-97211/home/26313297,RMLS,20029496,N,Y,45.5666118,-122.6336149
PAST SALE,,Single Family Residential,6439 NE 32nd Ave,Portland,OR,97211,262000,2,1,,745,5000,1917,,352,,,,,http://www.redfin.com/OR/Portland/6439-NE-32nd-Ave-97211/home/26544499,,,N,Y,45.5696976,-122.6330974
PAST SALE,September-24-2020,Single Family Residential,4008 NE Alameda St,Portland,OR,97212,875000,3,1.5,BEAUMONT/ALAMEDA,3225,4791,1935,345,271,,Sold,,,http://www.redfin.com/OR/Portland/4008-NE-Alameda-St-97212/home/26438075,RMLS,20009826,N,Y,45.5451671,-122.6216132
PAST SALE,May-18-2020,Single Family Residential,6359 NE 32nd Ave,Portland,OR,97211,609500,4,2,CONCORDIA,2493,5000,1946,474,244,,Sold,,,http://www.redfin.com/OR/Portland/6359-NE-32nd-Ave-97211/home/26493041,RMLS,20543663,N,Y,45.5690828,-122.6330905
PAST SALE,May-31-2019,Single Family Residential,14590 NW Delia St,Portland,OR,97229,675000,4,2.5,BETHANY CREEK FALLS,2656,5227,2015,827,254,115,Sold,,,http://www.redfin.com/OR/Portland/14590-NW-Delia-St-97229/home/92906991,RMLS,19012733,N,Y,45.5684104,-122.8275802
PAST SALE,January-14-2017,Single Family Residential,6450 NE 31st Ave,Portland,OR,97211,415000,3,2,Irvington PK/ Concordia,1932,4791,1945,1694,215,,Sold,,,http://www.redfin.com/OR/Portland/6450-NE-31st-Ave-97211/home/25792683,RMLS,16030302,N,Y,45.569792,-122.6335732
PAST SALE,October-13-2016,Single Family Residential,3355 NE 75th Ave,Portland,OR,97213,390000,3,1,Roseway,1372,4791,1947,1787,284,,Sold,,,http://www.redfin.com/OR/Portland/3355-NE-75th-Ave-97213/home/26308020,RMLS,16424109,N,Y,45.5472166,-122.5861223
PAST SALE,October-23-2020,Single Family Residential,12344 SE Ivon Ct,Portland,OR,97236,305000,2,1,Portland Southeast,864,8276,1923,316,353,,Sold,,,http://www.redfin.com/OR/Portland/12344-SE-Ivon-Ct-97236/home/26618673,RMLS,20457698,N,Y,45.5028319,-122.5357269
PAST SALE,June-11-2021,Single Family Residential,7375 SW 76th Ave,Portland,OR,97223,525000,3,1,Garden home,2571,11761,1935,85,204,,Sold,,,http://www.redfin.com/OR/Portland/7375-SW-76th-Ave-97223/home/26629429,RMLS,21381488,N,Y,45.4666188,-122.7555448
PAST SALE,March-10-2021,Single Family Residential,6436 NE 31st Ave,Portland,OR,97211,755000,4,2.5,CONCORDIA,2267,,2020,178,333,,Sold,,,http://www.redfin.com/OR/Portland/6436-NE-31st-Ave-97211/home/26312270,RMLS,21688492,N,Y,45.5695681,-122.6335486
PAST SALE,August-10-2018,Single Family Residential,6310 NE 31st Ave NE,Portland,OR,97211,625000,5,2.5,Portland Northeast,2900,4791,1959,1121,216,,Sold,,,http://www.redfin.com/OR/Portland/6310-NE-31st-Ave-97211/home/26541578,RMLS,18246800,N,Y,45.5684851,-122.6336731
PAST SALE,February-8-2019,Single Family Residential,3000 NE 41st Ave,Portland,OR,97212,759325,3,2.5,Alameda,3436,6969,1928,939,221,,Sold,,,http://www.redfin.com/OR/Portland/3000-NE-41st-Ave-97212/home/26438493,RMLS,19286141,N,Y,45.5444752,-122.62172
PAST SALE,September-12-2017,Single Family Residential,5630 NE 31st Ave,Portland,OR,97211,400000,3,1,CONCORDIA / ALBERTA ARTS,2115,4791,1914,1453,189,,Sold,,,http://www.redfin.com/OR/Portland/5630-NE-31st-Ave-97211/home/26477094,RMLS,17240832,N,Y,45.5637779,-122.6336032
PAST SALE,September-29-2017,Single Family Residential,14983 NW Cosmos #329,Portland,OR,97229,525175,4,2.5,NW Washington Co or Sauvie Island,1837,,2017,1436,286,90,Sold,,,http://www.redfin.com/OR/Portland/14983-NW-Cosmos-St-97229/unit-329/home/145003096,RMLS,17159134,N,Y,45.5726788,-122.8304565
PAST SALE,July-31-2019,Single Family Residential,12340 SE Lincoln St,Portland,OR,97233,295000,2,1,Portland Southeast,1080,12196,1949,766,273,,Sold,,,http://www.redfin.com/OR/Portland/12340-SE-Lincoln-St-97233/home/26582263,RMLS,19114221,N,Y,45.5067641,-122.5358482
PAST SALE,May-2-2018,Single Family Residential,9326 SE Salmon St,Portland,OR,97216,320000,2,1,MONTAVILLA,786,6098,1949,1221,407,,Sold,,,http://www.redfin.com/OR/Portland/9326-SE-Salmon-St-97216/home/25844720,RMLS,18311388,N,Y,45.5143295,-122.5669429
PAST SALE,August-8-2019,Single Family Residential,5726 NE 31st Ave,Portland,OR,97211,567500,3,3,Portland Northeast,2210,4791,1928,758,257,,Sold,,,http://www.redfin.com/OR/Portland/5726-NE-31st-Ave-97211/home/25829321,RMLS,19142973,N,Y,45.5641984,-122.6335743
PAST SALE,February-12-2021,Single Family Residential,6429 NE 31st Ave,Portland,OR,97211,660000,3,2,CONCORDIA,2199,4791,1941,204,300,,Sold,,,http://www.redfin.com/OR/Portland/6429-NE-31st-Ave-97211/home/25858379,RMLS,20471775,N,Y,45.5695696,-122.6341397
PAST SALE,April-14-2017,Single Family Residential,326 NE 45th Ave,Portland,OR,97213,782600,3,2.5,North Mt. Tabor/Laurelhurst,2463,4356,2017,1604,318,,Sold,,,http://www.redfin.com/OR/Portland/326-NE-45th-Ave-97213/home/26318456,RMLS,17085339,N,Y,45.5255448,-122.6159491
PAST SALE,October-30-2019,Single Family Residential,6419 NE 31st Ave,Portland,OR,97211,487000,3,2,CONCORDIA,2290,4791,1943,675,213,,Sold,,,http://www.redfin.com/OR/Portland/6419-NE-31st-Ave-97211/home/25813139,RMLS,19672068,N,Y,45.5694498,-122.6341283
PAST SALE,August-25-2017,Single Family Residential,6411 NE 31st Ave,Portland,OR,97211,499000,4,2,Portland Northeast,2468,4791,1943,1471,202,,Sold,,,http://www.redfin.com/OR/Portland/6411-NE-31st-Ave-97211/home/26490022,RMLS,17412913,N,Y,45.5692848,-122.6341298
PAST SALE,May-22-2020,Single Family Residential,3344 NE 74th Ave,Portland,OR,97213,569000,4,2,Portland Northeast,3160,4791,1910,470,180,,Sold,,,http://www.redfin.com/OR/Portland/3344-NE-74th-Ave-97213/home/26468718,RMLS,20415444,N,Y,45.5470833,-122.5865718
PAST SALE,,Condo/Co-op,12510 SE Stark St Unit D,Portland,OR,97233,170000,2,2,,980,,1984,,173,,,,,http://www.redfin.com/OR/Portland/12510-SE-Stark-St-97233/unit-D/home/26559701,,,N,Y,45.5186327,-122.5343714
PAST SALE,July-9-2021,Single Family Residential,4280 SW 86th Ave,Portland,OR,97225,1030000,6,5.5,"Portland West, Raleigh Hills",4568,17859,2009,57,225,,Sold,,,http://www.redfin.com/OR/Portland/4280-SW-86th-Ave-97225/home/26617598,RMLS,21194482,N,Y,45.4891147,-122.7647334
